Name,type,price,vintage,alcohol,bottle size,country,region,grapespecies,producer,Text wine
Hiruzta Berezia Txakoli Hondarribia,Still White Wine,£16.99,2020,13.50%,75cl,Spain,Basque Country,"Hondarrabi Zuri 95%, Gros Manseng 5%",Hiruzta Txakoli Winery,"Kardos Supreme Furmint - A reserve level wine with concentrated and precise Furmint, excellent length and poise. This wine has lean minerality, a herbal hint of fresh oregano, and appealing tarte tatin notes. A mid weight palate, slightly textured with pronounced acidity, it’s a bombshell of flavours, textures and complexity. It gets better and better with every sip – such an interesting and mind activating wine.Sold in cases of six bottles"
Super Heroe Ribeiro Xose Lois Sebio,Still Red Wine,£24.39,2018,13%,75cl,Spain,Galicia,"Other Varieties 35%, Ferrol 20%, Sousón 20%, Caiño Longo 15%, Bastardo 10%",Xosé Lois Sebio,"Tabali Pedregoso Gran Reserva Syrah - Award winning Syrah from Chile. Outstanding fruit and body. Aged in French oak, it has aromas of cassis followed by a concentrated palate of ripe blackcurrants with a little spice!Sold in cases of six bottles"
Tandem Ars Nova,Still Red Wine,£11.99,2015,14%,75cl,Spain,Navarra,"Cabernet Sauvignon 40%, Tempranillo 40%, Merlot 20%",Tandem,Teodosio Basilisco Aglianico del Vulture - A full bodied and textured wine with soft fruit aromas of plum and Morello cherry. Well balanced and full bodied with a long lasting finish.Sold in single bottles
Valdemoreda Garnacha Rosado,Rose,£7.99,2020,13%,75cl,Spain,Castilla y Leon,100% Garnacha,Bodegas Valdemar,"Valdivieso Merlot - Ultra smooth, juicy Merlot with jammy plum, blackberry and damson fruit served up with lashings of mocha coffee and chocolate.Sold in cases of six bottles"
The Clubhouse Tempranillo Vino de Espana,Still Red Wine,£7.99,2018,13.50%,75cl,Spain,La Mancha,100% Tempranillo,,"Ca’ del Bosco Corte del Lupo Rosso Lombardy - With this wine, Ca’ del Bosco’s intent was to rediscover and re-establish a traditional red grape blend of the area, with a preference once again for Merlot, Cabernet Franc and Carménère over Cabernet Sauvignon."
Vinas del Cambrico Rufete Blanca Granito,Still White Wine,£23.49,2017,13.50%,75cl,Spain,Sierra de Salamanca,Rufete,Viñas del Cámbrico,"Litmus Element 20 - Fresh notes of citrus, coconut and white blossom complement a mineral palate, silky texture and great length.Sold in cases of six bottles"
Bodegas Resalte de Penafiel Pena Roble Reserva Ribera del Duero,Still Red Wine,£22.29,2017,14.50%,75cl,Spain,Ribera Del Duero,100% Tempranillo,Bodegas Resalte De Peñafiel,"Craggy Range Aroha Pinot Noir - Bright dark cherry colour. Beautifully lifted nose of dark rose, spiced red fruits, fresh bark and tar. Elegantly composed on the palate with lovely fruit density carried long by fine acidity and velvet-like tannins slowly unfolding for a long and dry finish.Sold in cases of six bottles"
Galeam Dry Muscat Organic Bodegas Murviedro,Still White Wine,£8.39,2019,11.50%,75cl,Spain,Catalunya,Muscat,Murviedro,"Tahbilk Shiraz Victoria Australia - Varietally expressive with ample plum and blackberry fruits, there is a warm earth and spicy savouriness that immediately appeals with a backbone of fine, opulent tannins and a rich, persistent finish."
Bodegas San Alejandro Evodia Aragon Garnacha,Still Red Wine,£11.99,2019,14.50%,75cl,Spain,Aragon,100% Garnacha,Bodegas San Alejandro,"Encantador Tinto Tempranillo Syrah - A juicy red wine oozing with aromas of red fruits, blackberries and a spicy note of freshly ground pepper. Medium bodied with fine tannins and a velvety finish.Sold in cases of six bottles"
Encantador Tinto Tempranillo Syrah,Still Red Wine,£7.49,2020,13%,75cl,Spain,Central Castile,"Tempranillo 85%, Syrah 15%",Encantador,"Mulderbosch Single Vineyard Series Chenin Blanc Block W Stellenbosch - Mineral in profile, this wine is tightly wound in its youth, slowly maturing over time to release delicate floral nuances, trimmed with a finely poised line of acidity. Textured with delicate spice from subtle oak ageing, this is a superlative example of Chenin Blanc with a saline finish.Sold in single bottles"
Prisma Organic Monastrell Paco Mulero,Still Red Wine,£8.79,2020,14.50%,75cl,Spain,Jumilla,100% Monastrell,Paco Mulero,"“Viticulture and winemaking are inherently linked to the land and the climate, so we have a deep connection to the natural world that we live and work in. Climate change is affecting us now – by drinking wine that is carbon neutral people can take climate action while still enjoying the finer things in life, guilt-free.” Alisdair Tulloch"
Sobrenatural de Menade (Aged Natural Verdejo),Still White Wine,£34.99,2016,13.50%,75cl,Spain,Rueda,100% Verdejo,Bodegas Menade,"Ultimate Provence Cotes de Provence Rose - The beauty of this wine extends from the bottle to the contents. Layers of raspberry, strawberry fruit in the nose invite you to a gorgeous, yet spicy palate. A fresh wine with great acidity for food pairing, but roundness to enjoy on its own. If you only have one bottle to bring – this is the ultimate wine for any occasion.Sold in single bottles"
Granbazan Don Alvaro de Bazan Albarino,Still White Wine,£22.99,2015,13%,75cl,Spain,Rias Baixas,100% Albarino,Bodegas Granbazán,Henners Native Grace Barrel Chardonnay - Limited production barrel fermented Chardonnay.
Línea Karman Rioja Tinto,Still Red Wine,£8.99,2019,14.50%,75cl,Spain,Rioja,"Garnacha 88%, Tempranillo 12%",Gomez Cruzado,"Kershaw G.P.S. Series Pinot Noir - Kershaw G.P.S. Series Pinot Noir has captivating floral notes are underscored by purity, focus and freshness. The succulent texture and notes of black cherry, pomegranate, rose petal and raspberry are framed by fine powdery tannins.Sold in single bottles"
Bodegas Ondarre Valdebaron Blanco Rioja,Still White Wine,£9.99,2020,13.50%,75cl,Spain,Rioja,100% Tempranillo Blanco,Ondarre,"Tropo Little Red Unico Zelo - Tropo Little Red Unico Zelo has plenty of racy red berries and blue fruit, with an elevated acidity for the flexibility of chilling, with just a hint of chewy, green tannin. So fresh it feels like fermentation finished yesterday. A perfect gateway into the Tropo range.Sold in single bottles"
La Croix Vermentino Sauvignon Blanc Vin de Pays d'Oc,Still White Wine,£8.39,12%,,nce,Languedoc,"70% Vermentino, 30% Sauvignon Blanc",er: La Croix,,"Le Campuget Syrah Viognier, Chateau de Campuget - Fragrant nose, violets and soft blackfruit characters make this wine refreshing and easy to drink."
Bodegas Tabula Ribera del Duero,Still Red Wine,£26.49,2016,14%,75cl,Spain,Ribera Del Duero,"Tempranillo, Cabernet Sauvignon",Bodegas Tabula,"Candidato Viura This great value wine offers fruity notes of green apples, grapefruit and quince as well as strong floral notes and hints of fresh breadcrumbs. Silky and smooth on the palate with well balanced flavours and a long finish. Sold in cases of six bottles"
Candidato Viura,Still White Wine,£8.39,2021,11.50%,75cl,Spain,La Mancha,100% Viura,Candidato,"Barao da Varzea do Douro Colheita Douro Tinto - Barao da Varzea do Douro Colheita Douro Tinto is an approachable, warm and juicy red from Portugal's Douro region."
Catalan Eagle White Garnacha Blanc Viognier,Still White Wine,£8.69,2020,13.50%,75cl,Spain,Terra Alta,"60% Garnacha Blanca, 25% Viognier and 15% Roussanne",La Bascula,"Cava Brut Seleccion + & + Pinord - Fresh, light and enjoyable with a delightful and elegant finish.Sold in single bottles"
Cava Brut Seleccion + & + Pinord,Sparkling Wine,£11.89,,11.50%,75cl,Spain,Catalonia,"Xarello 50%, Macabeo 30%, Parellada 20%",Bodegas Pinord,"Cave de Turckheim Gewurztraminer Vieilles Vignes - Deliquescent the taste of paradise! Pale golden with a classic Gewurz nose of Turkish delight, rose water and lychees. Full rich palate of exotic fruit, rambutans, honey, marmalade and a hint of lavender. Fantastically scrumptious.Sold in cases of six bottles"
Fernando de Castilla Antique Oloroso,Sherry,£25.99,,20%,50cl,Spain,Jerez,Palomino,Fernando De Castilla,Fontanario De Pegoes Palmela White - The wine shows the typical herbal and peachy aromatics and flavours of Fernão Pires.Sold in cases of six bottles
Hiruzta Txakoli Hondarribia,Still White Wine,£14.99,2020,11.50%,75cl,Spain,Basque Country,"Hondarrabi Zuri 95%, Gros Manseng 5%",Hiruzta Txakoli Winery,"Inspiracion Valdemar Edicion Limitada Rioja Bodegas Valdemar - The nose is dominated by aromas of ripe, black berries, together with creamy, toasty notes. Round and velvety palate with a persistent finish.Sold in single bottles"
Inspiracion Valdemar Edicion Limitada Rioja Bodegas Valdemar,Still Red Wine,£37.99,2015,14%,75cl,Spain,Rioja,"70% Tempranillo, 15% Graciano, 15% experimental varieties",Bodegas Valdemar,Javier Sanz Verdejo Rueda - Vibrant flavours of grapefruit and bitter lemon with a lovely crisp and lingering finish.Sold in single bottles
Javier Sanz Verdejo Rueda,Still White Wine,£12.69,2020,13%,75cl,Spain,Castilla y Leon,Verdejo 100%,Javier Sanz,"“Viticulture and winemaking are inherently linked to the land and the climate, so we have a deep connection to the natural world that we live and work in. Climate change is affecting us now – by drinking wine that is carbon neutral people can take climate action while still enjoying the finer things in life, guilt-free.” Alisdair Tulloch"
Pasion de Bobal,Still Red Wine,£10.19,2019,14%,75cl,Spain,Utiel Requena,Bobal 100%,Bodegas Sierra Norte,"Sanvigilio Pinot Grigio Rosato - A delicious Pinot Grigio Rosé with a pale rusted rose colour. Delicately scented peachy, floral characters on the nose. Juicy, ripe berry fruit fill the palate with good acidity and an off dry finish.Sold in cases of six bottles"
Acacia Tree Chenin Blanc,Still White Wine,£7.49,13%,,th Africa,Western Cape,100% Chenin Blanc,er: Acacia Tree,,Castillo Clavijo Rioja Crianza - Red cherry and spicy oak linger on the palate with a smooth finish.Sold in cases of six bottles
Tandem Inmune Garnacha,Still Red Wine,£11.09,2020,14%,75cl,Spain,Navarra,100% Garnacha,Tandem,"Terre di Orazio Aglianico del Vulture - A well structured, elegant, oak-aged Aglianico. With aromas of violet and cassis, the generous palate is packed full of red and black berry fruits, with spice and well-integrated oak giving structure and length."
Tomas Cusine Geol,Still Red Wine,£18.99,2017,15%,75cl,Spain,Costers Del Segre,"Merlot, Cabernet Sauuvignon, Marselan, Cabernet Franc, Syrah",Tomas Cusine,"Tormaresca Calafuria Rose -The Calafuria is a rosé wine that is fresh and floral, produced from Negroamaro grapes, with pleasant scents and aromas. The bouquet is fruity and floral and the taste is smooth, elegant and well-balancedSold in single bottles"
Vel'Uveyra Mencia Ribeira Sacra,Still Red Wine,£12.99,2018,12.50%,75cl,Spain,Galicia,Mencia 100%,Ronsel Do Sil,"Vermentino di Bolgheri, Guado al Tasso Antinori - From the renowned Guado al Tasso estate, this shows the combination of crispness and breadth that marks Vermentino, with engaging citrus flavours and a long mineral finish.Sold in single bottles"
Monte Oton Garnacha,Still Red Wine,£6.29,2020,13.50%,75cl,Spain,Campo de Borja,100% Garnacha,Bodegas Borsao,"Chateau Ksara Merwah Bekaa Valley - The first 100% Merwah wine to be released, this unique wine delights with vibrant citrus aromas, delicate white floral notes and a streak of minerality. The deliciously textured palate is full of tropical fruit flavours, with undertones of guava, lime and summer melon all beautifully balanced by refreshing zing of acidity.Sold in single bottles"
A Punto Malbec Vino Tinto,Still Red Wine,£9.69,2018,13.50%,75cl,Spain,La Mancha,100% Malbec,Cosecheros Y Criadores,"Domaine Tournon Landsborough Vineyard Chardonnay - Showing notes of toasted brioche and tropical fruits, lifted by crisp citrus flavours. The rich, rounded palate and textural weight is perfectly offset by the keen acidity and a long, lean mineral finish."
La Serre Syrah Vin de Pays dOc,Still Red Wine,£8.19,13%,,nce,Languedoc,100% Syrah,er: La Serre,,Les Sablons Cave TerraVentoux - This is a gentle but very fruity blend of Grenache and Syrah with enough tannin and acidity to keep it fresh and appetising.Sold in cases of six bottles
La Transicion Garnacha  vino de pueblo Cebreros,Still Red Wine,£10.39,2019,13.50%,75cl,Spain,Cebreros,100% Garnacha,Sociedad Agraria de Viticultores,
Les Sablons Cave TerraVentoux,Still Red Wine,£9.29,13.50%,,nce,Rhone,"Syrah, Grenache",er: Cave Terraventoux,,"Catena Appellation Cabernet Franc - This medium-bodied red wine is youthful and vibrant, with a juicy mouthfeel and elegant length. Characterised by aromas and flavours of red fruits and a touch of leafiness, it finishes with hints of coffee."
Mas Puech Picpoul de Pinet,Still White Wine,£10.39,12.50%,,nce,Languedoc,Picpoul,er: Mas Puech,,"Pouilly-Fume Les Chailloux Silex - A lively, intense nose of green fruit, then focused minerally notes on the palate backed up by zippy citrus and some spice and mint flavours.Sold in single bottles"
Finca Bacara Time Waits For No One Black Skull Jumilla,Still Red Wine,£15.29,2018,14.50%,75cl,Spain,Jumilla,Monastrell 100%,Finca Bacara,"Mulderbosch Steen Op Hout Chenin Blanc Stellenbosch - A vibrant and fresh expression of Chenin Blanc. Aromas of fresh pear, ripe apricot and subtle oak spice lead to a firm texture with a beautiful fine crisp line penetrating the length of the palate supporting flavours of ripe Granny Smith apples and cinnamon spice. A great match with Asian style lightly spiced prawns and sesame toast.Sold in single bottles"
Pazo de Monterrey Godello,Still White Wine,£10.39,2020,13.50%,75cl,Spain,Galicia,Godello,Bodega Pazos Del Rey,"Tabalí Pedregoso Gran Reserva Cabernet Sauvignon - Pure Class. Deliciously dark in hue, it has aromas of green pepper and lead pencil shavings along with blackcurrant and black pepper. The palate has cool blackcurrant plus rich plum, crunchy blackberry, sweet vanilla, green pepper, herbal and violet notes.Sold in cases of six bottles"
Menade La Mision Verdejo,Still White Wine,£21.99,2017,13.50%,75cl,Spain,Rueda,100% Verdejo,Bodegas Menade,"Librandi Ciro Rosso Segno - Made from single-variety Gaglioppo grapes, Ruby red in colour with an intense bouquet of cherry and spices. The flavours are generous with notes of almonds, figs and pears. A really pleasant wine. Classic, original and approachable."
Riva Leone Barbera,Still Red Wine,£8.19,13.50%,,ly,Piemonte,100% Barbera,er: Riva Leone,,"The Big Top Old Vine Zinfandel Red - Aromas of cracked black pepper and dark damson fruit. On the palate this wine is round and fleshy, beautifully balanced and packed full with robust red fruit flavours and a lick of oak.Sold in cases of six bottles"
Queiron Ensayos Capitales 2 Tempranillo Blanco,Still White Wine,£31.99,2019,12.50%,75cl,Spain,Rioja,100% Tempranillo Blanco,Queirón,"Kershaw G.P.S. Series Klein River Syrah - Kershaw G.P.S. Series Klein River Syrah has heady aromas of black pepper, cinnamon stick and black cherry lead to a succulent and voluminous palate. Lush Morello cherry flavours are layered with liquorice, baked plums and bay leaf, underpinned by fine grippy tannins.Sold in single bottles"
Antina Cabernet Sauvignon Tempranillo Tierra de Castilla,Still Red Wine,£7.49,2020,13.50%,75cl,Spain,La Mancha,Cabernet Sauvignon/Tempranillo,Casa Della Valle,"Babylon's Peak SMG - A fabulously aromatic Rhône inspired blend, with bramble fruit, violets and complex smoky mineral notes. The palate is seamlessly textured and beautifully balanced, with real lift yet no lack of power.Sold in single bottles"
Borsao Garnacha,Still Red Wine,£6.15,2020,14%,75cl,Spain,Campo de Borja,70% Garnacha/20% Syrah/10% Tempranillo,Bodegas Borsao,"Casa Bonita Sauvignon Blanc Ripe aromas of peach, mango and papaya followed by more complex aromas of dried herbs. The palate is fresh and fruity with a crisp finish. Sold in cases of six bottles"
Casa Bonita Sauvignon Blanc,Still White Wine,£9.39,2020,13%,75cl,Spain,La Mancha,100% Sauvignon Blanc,Casa Bonita,"Castel del Lupo Pinot Nero Della Quercia - A delicious organic, unoaked, Pinot Noir from a small plot of 15 year old vines on the rolling hills of Oltrepo Pavese. A bright and fresh style with open berry fruit aromas and gently floral notes. Lively acidity offsets the ripe wild plum fruit and the palate combines concentration, delicacy and structure.Sold in cases of six bottles"
Fernando de Castilla Antique Pedro Ximenez,Sherry,£26.99,,15%,50cl,Spain,Jerez,Pedro Ximenez,Fernando De Castilla,Fleurie Millesime Cave de Fleurie - There is red berry fruit on the nose and palate. Soft and fresh with light ripe tannins and crisp acidity.Sold in cases of six bottles
Ontanon Clarete Pale rose,Rose,£9.19,2020,13%,75cl,Spain,Rioja,"Viura, Tempranillo",Onannon,"Operetto Garganega Pinot Grigio Blush - A delicate pale pink colour. This a dry and refreshing style of wine with mandarin, lemon and summer berry notes.Sold in cases of 12 bottles"
Pinna Fidelis Roble,Still Red Wine,£9.19,2019,14.50%,75cl,Spain,Ribera Del Duero,Tinto Fino (Tempranillo) 100%,Bodegas Pinna Fidelis,"Pinot Grigio Principato - A fresh, dry white with gentle floral and citrus aromas. Crisp and delicate on the palate with lightly honeyed fruit balanced by lemony acidity and a fresh, dry finish. The producer, Cavit, is a very modern and forward thinking co operative group of winemakers. Ultra modern winemaking facilities make Cavit one of our most reliable sources of well made, competitively priced wines."
Tomas Cusine Vilosell,Still Red Wine,£14.49,2017,13.50%,75cl,Spain,Costers Del Segre,"43% Ull Del Llebre, 18% Syrah, 16% Cabernet Sauvignon, 14% Merlot, 6% Samsó and 3% Garnacha",Tomas Cusine,BEST UK PRICE GUARANTEED!
Valdemoreda Macabeo,Still White Wine,£8.29,2020,12%,75cl,Spain,Castilla y Leon,Macabeo,Bodegas Valdemar,Vinhas do Lasso Colheita Seleccionada Branco - Under the stewardship of the ever-charismatic Rita Cardoso Pinto the wines of Quinta do Pinto continue to excel. This indigenous blend of equal parts Fernao Pires and Arinto brings a textural and characterful wine that is underpinned by a freshness as pure as the nearby Atlantic Ocean.Sold in cases of six bottles
Xose Lois Sebio Hush Ribeiro,Still Red Wine,£40.99,2017,14%,75cl,Spain,Galicia,"Other Varieties 35%, Ferrol 20%, Sousón 20%, Caiño Longo 15%, Bastardo 10%",Xosé Lois Sebio,Diren Collection Okuzgozu - This lovely wine is mainly made from the local Okuzgozu grape blended with Cabernet Sauvignon. It has a fresh rounded wine with cherry and raspberry flavours.
Vinas del Cambrico Rufete Villanueva,Still Red Wine,£20.99,2016,13%,75cl,Spain,Sierra de Salamanca,Rufete,Viñas del Cámbrico,"Les 3 Chevaliers St Mont Rouge - Generous and well-balanced red wine, with aromas of black fruits and spice."
La Serre Merlot Vin de Pays dOc,Still Red Wine,£8.49,13%,,nce,Languedoc,100% Merlot,er: La Serre,,"Pasquiers Sauvignon V - I'm a big fan of this wine, it's a wonderful and innovative blend of Sauvignon and Vermentino from Southern France. A quite deliciously refreshing change from plain Sauvignon Blanc."
El Ninot de Paper Tinto,Still Red Wine,£6.79,2020,12.50%,75cl,Spain,Catalunya,"Garnacha 33%, Shiraz 33%, Monastrell 33%",Murviedro,"The Best Of English Wine Mixed Case - While English weather is having its time in the sun, English wines have been growing from strength to strength. Crisp whites and roses are the best known of English wines and there are growing numbers of producers now making these from cool climate French varieties, like pinot gris, pinot blanc and chardonnay. Plus we now produce some amazing sparkling wines perfect for toasting a special occasion which can give any Champagne a good run for their money."
Finca Bacara Time Waits For No One White Skulls Jumilla,Still Red Wine,£10.99,2020,14%,75cl,Spain,Jumilla,Monastrell 100%,Finca Bacara,"Riondo Amarone della Valpolicella, Collis-Riondo - Rich aromas of ripe black cherry and plum, with dried fruit characters and a touch of spice. The palate is plush with ripe plum and bramble characters, a hint of vanilla, supple tannins and juicy acidity."
Gomez Cruzado Rioja Blanco 2 Ano,Still White Wine,£12.59,2019,13.50%,75cl,Spain,Rioja,"Viura 75%, Tempranillo blanco 25%",Gomez Cruzado,Organic/Biodynamic - James Halliday Wine Companion 5* Winery 2016
Menade Organic Verdejo,Still White Wine,£10.89,2020,13.50%,75cl,Spain,Rueda,100% Verdejo,Bodegas Menade,"Granbazan Etiqueta Ambar - Fresh tropical aromas with hints of mandarin and white spice. The palate has stone fruit and citrus with a creamy texture, mineral notes, vibrant acidity and classic saline characters."
Granbazan Etiqueta Ambar,Still White Wine,£16.49,2020,13.50%,75cl,Spain,Rias Baixas,100% Albarino,Bodegas Granbazán,"Chateau Oumsiyat Merlot Mount Lebanon - A lovely style of Merlot with typical black plum flavours enhanced by chocolate and vanilla, smooth and fruit forward.Sold in single bottles"
Tiger Horse Chenin Pinot Grigio,Still Red Wine,£7.29,2020,,th Africa,Western Cape,"Chenin Blanc, Pinot Grigio",er: Paul Boutinot,,"Amata Prosecco Extra Dry - Classic and stylish Prosecco, with delicate aromas of green apple, succulent pear and lifted citrus notes. Balanced, with fine bubbles and an attractively crisp finish.Sold in single bottles"
Badiola Vino de Pueblo Leza L3Z4 Rioja Alavesa,Still Red Wine,£25.99,2018,14.50%,75cl,Spain,Rioja,100% Tempranillo,Badiola,Domaine Anne et Sebastien Bidault Gevrey-Chambertin - Domaine Anne et Sebastien Bidault Gevrey-Chambertin  is a well structured Gevrey-Chambertin with a good depth of flavour and a firm finish.Sold in single bottles
Alaia Dehesa De Rubiales,Still Red Wine,£7.89,2020,13.50%,75cl,Spain,Castilla y Leon,"Prieto Picudo 50%, Tempranillo 45%, Merlot 5%",Dehesa De Rubiales,Alto Bajo Merlot - Soft and juicy red berries with a hint of spice and a smooth finish.Sold in cases of 12 bottles
Bodegas Borsao Seleccion Tinto,Still Red Wine,£7.99,2020,15%,75cl,Spain,Campo de Borja,"70% Garnacha, 20% Syrah, 10% Tempranillo",Bodegas Borsao,"Brut de L’Ormarine Piquepoul Extra Brut - A fresh, delicate and nicely rounded wine with lightly stewed apples and clean fruity tones on the nose. Instantly appealing, the layers of flavours swirl around your mouth to reveal a slight creaminess, warmth, stewed apples, a touch of clove, warmth and finesse.Sold in cases of six bottles"
Fernando de Castilla Vermut,Vermut,£15.99,,17%,75cl,Spain,Jerez,"Palomino, Pedro Ximenez",Fernando De Castilla,"Finca Antigua Viura Sobre Lías - A complex unoaked Viura, showing aromas of pear, apricot and fennel, a balanced, energetic palate, and a long, fruity finish.Sold in single bottles"
Finca Antigua Viura Sobre Lías,Still White Wine,£9.89,2020,12.50%,75cl,Spain,La Mancha,100% Viura,Finca Antigua,"Fleurie, Chateau de Grand Pre, Beaujolais - A very elegant wine with a floral bouquet of violets and roses, leading through to velvety palate of wild strawberries combined with a hint of liquorice and spice.Sold in single bottles"
Mano a Mano Tempranillo,Still Red Wine,£9.49,2017,14%,75cl,Spain,La Mancha,100% Tempranillo,Bodegas Mano A Mano,Morande One to One Merlot Estate Reserve - A refined Merlot in which black cherry and plum fruit is lifted by savoury-spice notes of cedar and white pepper. The palate offers a delicious blend of freshness and depth.Sold in single bottles
Vivanco Rioja Rosado,Rose,£9.99,2019,13.50%,75cl,Spain,Rioja,"85% Tempranillo, 15% Garnacha",Dinastia Vivanco,"Woodlands Wilyabrup Chardonnay - Light to medium, bright yellow colour, with a smoky oak aroma superimposed on intense grapefruit and lemon fruit. Lively acidity and fresh clean taste, the finish and aftertaste very refreshing and more ish. A stunning wine at the price.Sold in single bottles"
Moli dels Capellans Atrepat Conca de Barbera,Still Red Wine,£11.49,2018,12%,75cl,Spain,Catalunya,Trepat 100%,Moli dels Capellans,"Gaia Wild Ferment Assyrtiko Santorini - ""Toasty, smoky and funky on the nose with mineral dusting and brooding intensity. The palate is salty dry with laser-beam precision and very funky wild ferment layering of complexity with oak wreathed into the mix with sensitivity. The finish is dry, with lasting salty and tangy flavours. Unique and outstanding wine."" (The Wine Gang)Sold in single bottles"
La Serre Cabernet Sauvignon,Still Red Wine,£8.39,13%,,nce,Languedoc,100% Cabernet Sauvignon,er: La Serre,,"Olifantsberg Chenin Blanc - The colour a very light yellow. The nose is complex with ripe pineapple, passion fruit and mango. The palate is very elegant and fresh but complex with a lovely texture. This wine already drinks well but definitely has ageing capacity.Sold in single bottles"
Capricho Val de Paxarinas Godello,Still White Wine,£13.59,2020,13.50%,75cl,Spain,Galicia,"Godello 85%, Dona Blanca 15%",Gancedo,"Silver Myn Sauvignon Blanc - Light yellow in colour with hints of lime green, the nose shows wonderful aromas multi-layered greener tropical fruit such as green melon, kiwi fruit and fig."
Cuatro Rayas Barrel Fermented Verdejo,Still White Wine,£11.49,2015,13%,75cl,Spain,Rueda,100% Verdejo,Agricola Castellana,"Plaimont Moonseng Manseng Noir Merlot - This is a dark-coloured, silky-textured wine. The nose is full of red fruit with notes of black tea and the characteristic very spicy green pepper. The freshness of this blend is instantly evident on a palate along with silky tannins.Sold in cases of six bottles"
Petit Papillon Grenache Blanc,Still White Wine,£8.49,13%,,nce,Languedoc,"Grenache Blanc, Chardonnay",er: La Croix,,San Jacopo da Vicchiomaggio Chianti Classico - Ripe and fruity wine with black cherry flavours and a soft touch of tannins. Full of fruit with a hint of spice.Sold in single bottles
Gomez Cruzado Montes Obarenes Rioja Blanco,Still White Wine,£36.49,2017,13%,75cl,Spain,Rioja,"Viura 75%, Tempranillo blanco 25%",Gomez Cruzado,"Undurraga TH Terroir Hunter Cabernet Franc Maipo - A mature wine with intense black fruit aromas complemented by hints of cedar, spice and floral touches of violets. Firm, mature tannins surround a fresh, textured palate with harmonious balance. Serve with game, grilled red meats or cheese."
Finca Bacara Time Waits For No One Stone Elephant Jumilla,Still Red Wine,£11.99,2020,14%,75cl,Spain,Jumilla,Monastrell 100%,Finca Bacara,"Bolney Wine Estate Lychgate Bacchus West Sussex - Showing all the hallmarks of a classic Bacchus with delicate aromas of elderﬂower, gooseberry and English hedgerow characters. Beautifully balanced, it delights the palate with mineral notes through to a long ﬁnish that draws out sweet pineapple and grapefruit.Sold in single bottles"
Badiola Vino de Pueblo Villabuena V1BN4 Rioja Alavesa,Still Red Wine,£25.99,2018,14%,75cl,Spain,Rioja,100% Tempranillo,Badiola,"Sacchetto Prosecco Rose Brut - Sacchetto Prosecco Rose Brut is crystalline pale pink in colour, this sparkling rosé has appealing floral aromas of violet layered with wild strawberry. Flavours of raspberry, cherry and wild red berried fruit are supported by light, soft bubbles. Refreshing, with lovely balance and a dry, fruity finish.Sold in single bottles"
Bodegas El Nido El Nido,Still Red Wine,£115.00,2018,16%,75cl,Spain,Jumilla,"Cabernet Sauvignon, Monastrell",Bodegas El Nido,"Borsao Bole Garnacha - Cherry red colour, intense and vivid. This wine has a rich nose of ripe fruit and spices, and notes of new oak and a lovely smooth palate. Racking up an incredible set of eight awards/accolades in 2017 alone, our Borsao Bole is the latest edition to producer Bodegas Borsaos ever popular portfolio."
Borsao Bole Garnacha,Still Red Wine,£9.19,2017,15%,75cl,Spain,Campo de Borja,"70% Grenache, 30% Syrah",Bodegas Borsao,"Bossi Fedrigotti Pian del Griso Pinot Grigio - Pale almost see through yellow with copper reflections. The nose has strong minerality with delicate floral notes and hints of peaches and plums. The palate has good acidity and freshness, well built structure and firm body. Long finish.Sold in single bottles"
Dominio de Fontana Tempranillo Syrah Roble,Still Red Wine,£9.59,2019,14.50%,75cl,Spain,Central Castile,"Tempranillo 60%, Syrah 40%",Dominio De Fontana,"Finca Perdriel Sauvignon Blanc This impressive Sauvignon Blanc combines bright, fresh varietal aromas of pink grapefruit, herbs and melon with real texture, depth and minerality on the palate. A dry, savoury, beautifully balanced style. Sold in cases of six bottles"
La Guita Manzanilla Sherry,Sherry,£10.99,,15%,75cl,Spain,Jerez,Palomino grapes,Jose Estevez,"La Val Vina Ludy Albarino - Pale and straw coloured with aromas of apple, lime and pineapple. A fresh and lively citrusy tang hits the palate and is balanced with a refreshing peach fruit.Sold in cases of six bottles"
La Val Vina Ludy Albarino,Still White Wine,£10.39,2020,12.50%,75cl,Spain,Rias Baixas,100% Albarino,Bodegas La Val,"Lucien Crochet Sancerre Pinot Rose - Pale coral in colour, with an intense nose of strawberry and raspberry. The palate is vibrant and well balanced with spicy red fruits and mineral notes.Sold in single bottles"
Rey Santo Javier Sanz Verdejo Viura,Still White Wine,£10.59,2020,13%,75cl,Spain,Rueda,"Verdejo 50%, Viura 50%",Javier Sanz,"Rotari Rose Metodo Classico - Elegant traditional method rosé, showing the delicious red berry fruit of cool climate Pinot Noir.Sold in single bottles"
Galeam Monastrell Organic,Still Red Wine,£8.39,2019,13.50%,75cl,Spain,Catalunya,100% Monastrell,Murviedro,"Umani Ronchi Vellodoro Pecorino Terre di Chieti - With an expressive nose of peach, mango and candied rose petals, this wine has a long, full mineral-rich flavour."
Bodegas Navajas Blanco Crianza,Still White Wine,£10.39,2017,13%,75cl,Spain,Rioja,100% Viura,Navajas,"Colombelle L'Original Cotes de Gascogne Rouge - This dark, garnet-coloured blend of Tannat, Merlot and Cabernet Sauvignon has a lovely bouquet of red fruit with soft spicy notes. In the mouth it is round and voluptuous with a fresh finish including notes of pepper and liquorice."
